1.899500000000000077e-01 7.176000000000000434e-02 2.321699999999999875e-01 1.000000000000000000e+00
1.948300000000000032e-01 8.339000000000000579e-02 2.614900000000000002e-01 1.000000000000000000e+00
1.995599999999999874e-01 9.497999999999999499e-02 2.902399999999999980e-01 1.000000000000000000e+00
2.041499999999999981e-01 1.065200000000000036e-01 3.184400000000000008e-01 1.000000000000000000e+00
2.086000000000000076e-01 1.180199999999999999e-01 3.460699999999999887e-01 1.000000000000000000e+00
2.129099999999999882e-01 1.294700000000000017e-01 3.731400000000000272e-01 1.000000000000000000e+00
2.170799999999999952e-01 1.408699999999999952e-01 3.996399999999999952e-01 1.000000000000000000e+00
2.211100000000000010e-01 1.522300000000000042e-01 4.255800000000000138e-01 1.000000000000000000e+00
2.250000000000000056e-01 1.635399999999999909e-01 4.509600000000000275e-01 1.000000000000000000e+00
2.287500000000000089e-01 1.748099999999999932e-01 4.757799999999999807e-01 1.000000000000000000e+00
2.323600000000000110e-01 1.860300000000000009e-01 5.000400000000000400e-01 1.000000000000000000e+00
2.358200000000000018e-01 1.971999999999999864e-01 5.237300000000000288e-01 1.000000000000000000e+00
2.391500000000000015e-01 2.083299999999999874e-01 5.468600000000000128e-01 1.000000000000000000e+00
2.423399999999999999e-01 2.194099999999999939e-01 5.694200000000000372e-01 1.000000000000000000e+00
2.453899999999999970e-01 2.304400000000000059e-01 5.914199999999999458e-01 1.000000000000000000e+00
2.482999999999999929e-01 2.414300000000000057e-01 6.128599999999999604e-01 1.000000000000000000e+00
2.510700000000000154e-01 2.523699999999999832e-01 6.337399999999999700e-01 1.000000000000000000e+00
2.536900000000000266e-01 2.632700000000000040e-01 6.540599999999999747e-01 1.000000000000000000e+00
2.561800000000000188e-01 2.741199999999999748e-01 6.738100000000000200e-01 1.000000000000000000e+00
2.585299999999999820e-01 2.849200000000000066e-01 6.929999999999999494e-01 1.000000000000000000e+00
2.607400000000000273e-01 2.956799999999999984e-01 7.116200000000000303e-01 1.000000000000000000e+00
2.627999999999999781e-01 3.063899999999999957e-01 7.296799999999999953e-01 1.000000000000000000e+00
2.647300000000000209e-01 3.170600000000000085e-01 7.471799999999999553e-01 1.000000000000000000e+00
2.665199999999999791e-01 3.276800000000000268e-01 7.641200000000000214e-01 1.000000000000000000e+00
2.681600000000000095e-01 3.382499999999999951e-01 7.804999999999999716e-01 1.000000000000000000e+00
2.696700000000000208e-01 3.487799999999999789e-01 7.963099999999999623e-01 1.000000000000000000e+00
2.710299999999999931e-01 3.592600000000000238e-01 8.115599999999999481e-01 1.000000000000000000e+00
2.722600000000000020e-01 3.696999999999999731e-01 8.262399999999999745e-01 1.000000000000000000e+00
2.733400000000000274e-01 3.800799999999999734e-01 8.403699999999999504e-01 1.000000000000000000e+00
